Date,sp_gtced,dax_eusdn,ftse_eo100
7/26/2015,680.02,169.64,275.39
7/27/2015,668.53,168.69,272.74
7/28/2015,671.47,169.07,274.34
7/29/2015,686.89,170.16,274.66
7/30/2015,672.59,170.41,274.73
7/31/2015,674.77,168.8,277.15
8/1/2015,674.77,168.8,277.15
8/2/2015,674.77,168.8,277.15
8/3/2015,672.09,167.4,276.35
8/4/2015,669.69,167.22,275.62
8/5/2015,678.61,168.86,276.7
8/6/2015,669.05,163.81,276.27
8/7/2015,663.18,161.71,275.88
8/8/2015,663.18,161.71,275.88
8/9/2015,663.18,161.71,275.88
8/10/2015,670.14,162.67,278.6
8/11/2015,658.54,160.09,275.27
8/12/2015,654.94,161.04,273.15
8/13/2015,657.13,162.07,273.26
8/14/2015,657,161.26,273.39
8/15/2015,657,161.26,273.39
8/16/2015,657,161.26,273.39
8/17/2015,658.48,162.51,274.27
8/18/2015,656.57,161.51,273.43
8/19/2015,643.18,158.29,269.02
8/20/2015,620.47,155.71,265.39
8/21/2015,599.89,151.45,259.78
8/22/2015,599.89,151.45,259.78
8/23/2015,599.89,151.45,259.78
8/24/2015,578.45,146.64,251.8
8/25/2015,586.35,146.78,250.16
8/26/2015,587.15,148.18,254.06
8/27/2015,610.55,151.62,257.77
8/28/2015,615.21,153.57,260.11
8/29/2015,615.21,153.57,260.11
8/30/2015,615.21,153.57,260.11
8/31/2015,605.31,152.75,258.38
9/1/2015,591.29,149.38,252.06
9/2/2015,590.03,149.42,253.37
9/3/2015,592.93,150.4,254.41
9/4/2015,582.81,147.66,250.12
9/5/2015,582.81,147.66,250.12
9/6/2015,582.81,147.66,250.12
9/7/2015,585.05,147.45,250.82
9/8/2015,595.84,150.65,253.44
9/9/2015,602.6,150.69,255.75
9/10/2015,601.01,150.24,254.23
9/11/2015,597.89,149.65,254.2
9/12/2015,597.89,149.65,254.2
9/13/2015,597.89,149.65,254.2
9/14/2015,596.25,149.5,253.18
9/15/2015,599.65,150.3,255.45
9/16/2015,607.19,153.9,258.75
9/17/2015,608.85,154.87,258.52
9/18/2015,601.91,153.13,253.35
9/19/2015,601.91,153.13,253.35
9/20/2015,601.91,153.13,253.35
9/21/2015,598.35,152.21,252.73
9/22/2015,588.05,148.58,248.51
9/23/2015,576.7,147.2,247.07
9/24/2015,571.04,147.51,244.96
9/25/2015,575.35,147.89,245.6
9/26/2015,575.35,147.89,245.6
9/27/2015,575.35,147.89,245.6
9/28/2015,562.32,143.94,241.64
9/29/2015,559.46,143.23,240.86
9/30/2015,575.49,147,245.28
10/1/2015,578.48,147.8,246.23
10/2/2015,596.66,150.6,249.57
10/3/2015,596.66,150.6,249.57
10/4/2015,596.66,150.6,249.57
10/5/2015,612.06,154.83,254.25
10/6/2015,620.25,156.1,255.36
10/7/2015,631.26,158.41,257.73
10/8/2015,633.03,159.94,259.4
10/9/2015,640.88,160.8,261.72
10/10/2015,640.88,160.8,261.72
10/11/2015,640.88,160.8,261.72
10/12/2015,635.84,159.37,261.29
10/13/2015,629.07,158,258.95
10/14/2015,636.91,157.34,256.72
10/15/2015,648.32,160.78,259.28
10/16/2015,642.33,161.67,258.63
10/17/2015,642.33,161.67,258.63
10/18/2015,642.33,161.67,258.63
10/19/2015,638.09,161.53,257.25
10/20/2015,640.46,162.19,257.68
10/21/2015,637.81,160.68,259.36
10/22/2015,638.14,161.98,262
10/23/2015,637.63,162.43,264.61
10/24/2015,637.63,162.43,264.61
10/25/2015,637.63,162.43,264.61
10/26/2015,635.59,161.19,265.01
10/27/2015,621.91,159.17,262.58
10/28/2015,627.39,161.37,265.63
10/29/2015,628.08,161.3,264.09
10/30/2015,624.57,161.65,265.71
10/31/2015,624.57,161.65,265.71
11/1/2015,624.57,161.65,265.71
11/2/2015,628.61,163.57,267.27
11/3/2015,629.98,163.69,266.65
11/4/2015,630.76,163.19,266.98
11/5/2015,628.29,161.47,267.74
11/6/2015,630.98,160.15,267.32
11/7/2015,630.98,160.15,267.32
11/8/2015,630.98,160.15,267.32
11/9/2015,622.98,157.77,266.05
11/10/2015,607.73,155.11,265.04
11/11/2015,605.41,154.02,266.02
11/12/2015,598.68,151.98,263.73
11/13/2015,591.24,152.15,262.63
11/14/2015,591.24,152.15,262.63
11/15/2015,591.24,152.15,262.63
11/16/2015,594.42,153.56,263.93
11/17/2015,589.04,154.19,265.48
11/18/2015,591.68,155.05,266.57
11/19/2015,596.04,156.59,269.07
11/20/2015,598.26,156.06,269.92
11/21/2015,598.26,156.06,269.92
11/22/2015,598.26,156.06,269.92
11/23/2015,597,155.94,268.72
11/24/2015,598.8,157.13,267.95
11/25/2015,598.7,156.16,268.65
11/26/2015,600.11,157.06,270
11/27/2015,598.01,156.66,269.53
11/28/2015,598.01,156.66,269.53
11/29/2015,598.01,156.66,269.53
11/30/2015,594.33,155.99,268.79
12/1/2015,604.17,157.75,268.67
12/2/2015,611.38,156.26,265.99
12/3/2015,613.37,155.6,264.56
12/4/2015,612.35,155.42,265.82
12/5/2015,612.35,155.42,265.82
12/6/2015,612.35,155.42,265.82
12/7/2015,606.72,153.05,265.75
12/8/2015,599.42,151.67,262.46
12/9/2015,600.78,154.05,262.02
12/10/2015,592.47,152.39,261.53
12/11/2015,580.28,150.62,258.85
12/12/2015,580.28,150.62,258.85
12/13/2015,580.28,150.62,258.85
12/14/2015,591.29,150.27,257.5
12/15/2015,600.98,151.98,256.5
12/16/2015,629.01,155.28,260.36
12/17/2015,629.89,154.56,259.01
12/18/2015,626.11,152.67,256.06
12/19/2015,626.11,152.67,256.06
12/20/2015,626.11,152.67,256.06
12/21/2015,626.39,153.93,256.82
12/22/2015,620.19,154.28,259.04
12/23/2015,629.29,157.88,262.12
12/24/2015,633.25,157.88,262.55
12/25/2015,633.17,157.88,262.54
12/26/2015,633.17,157.88,262.54
12/27/2015,633.17,157.88,262.54
12/28/2015,628.32,157.2,262.29
12/29/2015,628.12,158.06,264.63
12/30/2015,625.43,157.27,263.61
12/31/2015,625.72,157.27,261.84
1/1/2016,625.72,157.27,261.84
1/2/2016,625.72,157.27,261.84
1/3/2016,625.72,157.27,261.84
1/4/2016,619.28,155.67,255.99
1/5/2016,617.79,156.95,255.35
1/6/2016,610.53,152.76,252
1/7/2016,587.63,147.16,246.72
1/8/2016,583.74,147.23,245.55
1/9/2016,583.74,147.23,245.55
1/10/2016,583.74,147.23,245.55
1/11/2016,571.22,144.08,244.76
1/12/2016,565.67,143.02,243.96
1/13/2016,558,140.74,243.5
1/14/2016,549.35,141.78,242.15
1/15/2016,531.97,137.36,239.38
1/16/2016,531.97,137.36,239.38
1/17/2016,531.97,137.36,239.38
1/18/2016,525.26,136.64,238.24
1/19/2016,530.13,136.21,239.47
1/20/2016,514.97,133.86,234.96
1/21/2016,510.6,136.79,233.96
1/22/2016,530.26,141.84,239.93
1/23/2016,530.26,141.84,239.93
1/24/2016,530.26,141.84,239.93
1/25/2016,525.73,140.29,238.02
1/26/2016,531.45,141.63,240.71
1/27/2016,534.74,143.12,241.98
1/28/2016,531.92,143.89,240.98
1/29/2016,550.74,146.55,244.79
1/30/2016,550.74,146.55,244.79
1/31/2016,550.74,146.55,244.79
2/1/2016,554.41,146.97,246.28
2/2/2016,540.76,143.41,243
2/3/2016,539.84,144.85,243.86
2/4/2016,546.04,147.29,246.88
2/5/2016,534.09,144.86,244.01
2/6/2016,534.09,144.86,244.01
2/7/2016,534.09,144.86,244.01
2/8/2016,516.8,140.59,241.17
2/9/2016,518.4,141.18,239.81
2/10/2016,510.67,140.08,238.18
2/11/2016,492.81,136.14,236.28
2/12/2016,493.15,136.77,236.44
2/13/2016,493.15,136.77,236.44
2/14/2016,493.15,136.77,236.44
2/15/2016,504.59,138.17,241.22
2/16/2016,513.47,141.08,242.92
2/17/2016,522.86,142.84,245.7
2/18/2016,526.86,143.8,247.45
2/19/2016,521.28,143.05,246.38
2/20/2016,521.28,143.05,246.38
2/21/2016,521.28,143.05,246.38
2/22/2016,530.36,146.14,249.15
2/23/2016,524.17,144.34,246.63
2/24/2016,527.74,145.02,244.95
2/25/2016,532.76,147.12,247.78
2/26/2016,537.4,146.67,248.06
2/27/2016,537.4,146.67,248.06
2/28/2016,537.4,146.67,248.06
2/29/2016,537.78,147.35,246.61
3/1/2016,542,148.43,250.27
3/2/2016,551.97,149.65,252.43
3/3/2016,559.54,151.11,254.6
3/4/2016,567.7,152.84,256.56
3/5/2016,567.7,152.84,256.56
3/6/2016,567.7,152.84,256.56
3/7/2016,571.9,152.85,256.31
3/8/2016,563.34,150.03,254.7
3/9/2016,566.56,151.56,254.37
3/10/2016,565.25,151.62,254.58
3/11/2016,578.93,154.24,258.33
3/12/2016,578.93,154.24,258.33
3/13/2016,578.93,154.24,258.33
3/14/2016,579.27,154.63,259.4
3/15/2016,572.63,154.1,258.48
3/16/2016,572.86,155.91,258.77
3/17/2016,589.32,160.12,264.03
3/18/2016,595.62,160.93,264.24
3/19/2016,595.62,160.93,264.24
3/20/2016,595.62,160.93,264.24
3/21/2016,592.72,160.74,264.04
3/22/2016,588.41,159.95,265.18
3/23/2016,575.62,156.3,263.03
3/24/2016,570.57,155.72,261.18
3/25/2016,571.01,155.72,261.81
3/26/2016,571.01,155.72,261.81
3/27/2016,571.01,155.72,261.81
3/28/2016,574.08,155.72,262.92
3/29/2016,578.42,156.24,263.78
3/30/2016,589.14,159.08,266.73
3/31/2016,588.45,158.37,265.84
4/1/2016,582.53,156.57,263.07
4/2/2016,582.53,156.57,263.07
4/3/2016,582.53,156.57,263.07
4/4/2016,577.39,156.47,263.01
4/5/2016,569.11,152.42,259.28
4/6/2016,569.53,153.82,260.75
4/7/2016,566.25,153.53,260.26
4/8/2016,571.29,155.33,262.7
4/9/2016,571.29,155.33,262.7
4/10/2016,571.29,155.33,262.7
4/11/2016,575.23,155.83,263.03
4/12/2016,581.49,157.34,264.35
4/13/2016,589.52,158.27,268.46
4/14/2016,586.74,158.29,270.54
4/15/2016,586.57,158.12,270.61
4/16/2016,586.57,158.12,270.61
4/17/2016,586.57,158.12,270.61
4/18/2016,583.92,158.4,269.82
4/19/2016,590.54,160.95,273.75
4/20/2016,591.01,161.54,274.58
4/21/2016,591.08,161.03,275.05
4/22/2016,588.9,162.38,274.42
4/23/2016,588.9,162.38,274.42
4/24/2016,588.9,162.38,274.42
4/25/2016,580.64,161.29,273.49
4/26/2016,586.12,162.31,274.19
4/27/2016,589.58,164.57,274.64
4/28/2016,584.97,163.18,273.6
4/29/2016,583.45,162.88,273.09
4/30/2016,583.45,162.88,273.09
5/1/2016,583.45,162.88,273.09
5/2/2016,574.12,163,272.49
5/3/2016,560.02,160.58,270.18
5/4/2016,556.48,158.34,267.49
5/5/2016,550.23,158.09,266.63
5/6/2016,552.09,157.52,268.05
5/7/2016,552.09,157.52,268.05
5/8/2016,552.09,157.52,268.05
5/9/2016,545.93,155.62,266.81
5/10/2016,549.94,156.87,269.94
5/11/2016,555.51,157.25,269.58
5/12/2016,550.64,157.24,269.55
5/13/2016,544.01,155.58,266.65
5/14/2016,544.01,155.58,266.65
5/15/2016,544.01,155.58,266.65
5/16/2016,545.06,155.58,269.22
5/17/2016,547.13,156.66,268.67
5/18/2016,538.33,154.69,267.66
5/19/2016,529.33,153.65,265.33
5/20/2016,538.52,157.07,266.77
5/21/2016,538.52,157.07,266.77
5/22/2016,538.52,157.07,266.77
5/23/2016,540.61,156.99,266.31
5/24/2016,543.81,159.22,268.31
5/25/2016,547.01,160.61,270.17
5/26/2016,545.93,161.19,271.27
5/27/2016,545.11,161.78,271.88
5/28/2016,545.11,161.78,271.88
5/29/2016,545.11,161.78,271.88
5/30/2016,546.61,161.57,271.88
5/31/2016,548.47,161.61,271.92
6/1/2016,557.05,161.51,272.29
6/2/2016,557.83,161.42,271.73
6/3/2016,560.6,161.83,273.19
6/4/2016,560.6,161.83,273.19
6/5/2016,560.6,161.83,273.19
6/6/2016,568.53,163.37,274.65
6/7/2016,571.85,165.23,276.51
6/8/2016,570.67,165.62,277.79
6/9/2016,565.34,164.9,275.71
6/10/2016,544.72,161.28,271.72
6/11/2016,544.72,161.28,271.72
6/12/2016,544.72,161.28,271.72
6/13/2016,532.95,159.66,267.4
6/14/2016,523.92,157.58,264.99
6/15/2016,527.35,158.36,266.16
6/16/2016,522.82,157.66,264.67
6/17/2016,535.05,159.59,266.23
6/18/2016,535.05,159.59,266.23
6/19/2016,535.05,159.59,266.23
6/20/2016,547.28,162.64,271.63
6/21/2016,545.91,161.28,272.06
6/22/2016,550.38,161.19,271.3
6/23/2016,557.6,163.06,275.1
6/24/2016,532.24,153.71,260.55
6/25/2016,532.24,153.71,260.55
6/26/2016,532.24,153.71,260.55
6/27/2016,521.62,149.71,254.87
6/28/2016,533.98,153.63,258.56
6/29/2016,549.7,158.8,264.31
6/30/2016,558.14,161.22,267.86
7/1/2016,560.68,161.63,269.21
7/2/2016,560.68,161.63,269.21
7/3/2016,560.68,161.63,269.21
7/4/2016,559.95,162.21,269.1
7/5/2016,554.23,160.09,265.97
7/6/2016,554.57,159.13,264.37
7/7/2016,554.92,159.54,264.99
7/8/2016,563.27,160.91,268.16
7/9/2016,563.27,160.91,268.16
7/10/2016,563.27,160.91,268.16
7/11/2016,575.62,162.65,271.31
7/12/2016,576.04,163.49,273.59
7/13/2016,571.87,164.22,275.23
7/14/2016,575.83,165.79,276.6
7/15/2016,571.29,166.31,276.66
7/16/2016,571.29,166.31,276.66
7/17/2016,571.29,166.31,276.66
7/18/2016,576.86,167.82,276.58
7/19/2016,573.25,166.87,276.04
7/20/2016,580.04,167.13,277.54
7/21/2016,581.39,166.66,277.35
7/22/2016,580.66,166.39,276.55
7/23/2016,580.66,166.39,276.55
7/24/2016,580.66,166.39,276.55
7/25/2016,580.98,165.61,277.14
7/26/2016,586.37,166.31,278.47
7/27/2016,583.69,165.83,279.1
7/28/2016,577.35,165.64,279.41
7/29/2016,578.27,166.32,282.08
7/30/2016,578.27,166.32,282.08
7/31/2016,578.27,166.32,282.08
8/1/2016,583.22,166.28,281.16
8/2/2016,578.75,165.12,279.38
8/3/2016,581.21,166.03,277.63
8/4/2016,586.11,165.01,279.68
8/5/2016,585.89,165.94,280.24
8/6/2016,585.89,165.94,280.24
8/7/2016,585.89,165.94,280.24
8/8/2016,589.74,166.7,281.57
8/9/2016,591.31,167.46,283.81
8/10/2016,582.54,165.35,284.29
8/11/2016,584.28,166.12,286.17
8/12/2016,583.05,166.79,285.91
8/13/2016,583.05,166.79,285.91
8/14/2016,583.05,166.79,285.91
8/15/2016,586.69,167.1,286.55
8/16/2016,585.49,165.54,285.75
8/17/2016,586.01,165.04,285.8
8/18/2016,595.91,167.67,286.29
8/19/2016,594.4,167.82,286.61
8/20/2016,594.4,167.82,286.61
8/21/2016,594.4,167.82,286.61
8/22/2016,592.35,168.1,286.99
8/23/2016,594.08,169.49,287.93
8/24/2016,592.25,167.57,287.31
8/25/2016,589.92,167.67,287.05
8/26/2016,591.25,167.82,286.53
8/27/2016,591.25,167.82,286.53
8/28/2016,591.25,167.82,286.53
8/29/2016,587.77,167.19,286.43
8/30/2016,587.7,167.06,285.91
8/31/2016,584.61,166.63,285.39
9/1/2016,585.4,166.38,285.85
9/2/2016,589.96,167.74,287.02
9/3/2016,589.96,167.74,287.02
9/4/2016,589.96,167.74,287.02
9/5/2016,596.69,168.47,287.32
9/6/2016,606.39,169.3,287.94
9/7/2016,608.32,170.19,288.37
9/8/2016,610.42,170.2,287.1
9/9/2016,599.32,165.94,281.03
9/10/2016,599.32,165.94,281.03
9/11/2016,599.32,165.94,281.03
9/12/2016,589.98,165.74,280.85
9/13/2016,580.57,164.01,279.09
9/14/2016,573.03,163.37,278.98
9/15/2016,575.17,164.33,280.42
9/16/2016,572.27,163.85,279.26
9/17/2016,572.27,163.85,279.26
9/18/2016,572.27,163.85,279.26
9/19/2016,580.64,164.71,281.32
9/20/2016,582.33,164.33,281.3
9/21/2016,586.94,166.53,284.28
9/22/2016,596.33,168.66,288.09
9/23/2016,591.78,166.87,286.1
9/24/2016,591.78,166.87,286.1
9/25/2016,591.78,166.87,286.1
9/26/2016,584.98,165.9,284.04
9/27/2016,587.58,165.05,284.6
9/28/2016,588.95,166.15,285.79
9/29/2016,589.03,167.35,284.91
9/30/2016,574.7,167.34,286.29
10/1/2016,574.7,167.34,286.29
10/2/2016,574.7,167.34,286.29
10/3/2016,577.6,167.34,286.45
10/4/2016,573.28,166.43,284.85
10/5/2016,579.43,166.65,285.15
10/6/2016,580.19,165.9,284.85
10/7/2016,571.25,165.53,282.51
10/8/2016,571.25,165.53,282.51
10/9/2016,571.25,165.53,282.51
10/10/2016,575,167.05,282.81
10/11/2016,565.96,164.5,279.98
10/12/2016,564.83,164.7,279.07
10/13/2016,566.09,163.9,278.39
10/14/2016,570.59,164.29,278.91
10/15/2016,570.59,164.29,278.91
10/16/2016,570.59,164.29,278.91
10/17/2016,569.23,163.88,278.68
10/18/2016,574.81,165.65,280.28
10/19/2016,577.26,166.72,281.54
10/20/2016,575.45,166.45,281.33
10/21/2016,571.55,166.08,280.76
10/22/2016,571.55,166.08,280.76
10/23/2016,571.55,166.08,280.76
10/24/2016,570.27,166.53,281.09
10/25/2016,565.5,165.63,279.83
10/26/2016,564.72,164.84,280.08
10/27/2016,561.34,164.41,278
10/28/2016,557.15,164.82,279.14
10/29/2016,557.15,164.82,279.14
10/30/2016,557.15,164.82,279.14
10/31/2016,557.95,165.4,279.88
11/1/2016,550.2,167.02,278.11
11/2/2016,540.23,165.76,277.12
11/3/2016,530.55,165.91,276.06
11/4/2016,529.63,164.78,275.86
11/5/2016,529.63,164.78,275.86
11/6/2016,529.63,164.78,275.86
11/7/2016,541.65,166.78,279.28
11/8/2016,542.41,167.39,279.84
11/9/2016,516.14,163.86,278.09
11/10/2016,505.99,161.61,282.16
11/11/2016,500.66,157.9,280.81
11/12/2016,500.66,157.9,280.81
11/13/2016,500.66,157.9,280.81
11/14/2016,496.28,157.22,278.93
11/15/2016,500.96,160.18,279.58
11/16/2016,500.7,159.35,278.21
11/17/2016,499.8,160.46,279.1
11/18/2016,498.45,159.03,277.39
11/19/2016,498.45,159.03,277.39
11/20/2016,498.45,159.03,277.39
11/21/2016,498.08,161.11,278.62
11/22/2016,502.14,161.2,278.56
11/23/2016,505.05,160.82,278.43
11/24/2016,507.96,160.34,279.17
11/25/2016,508.9,161.3,280.94
11/26/2016,508.9,161.3,280.94
11/27/2016,508.9,161.3,280.94
11/28/2016,511.98,160.49,279.06
11/29/2016,506.71,160.13,279.21
11/30/2016,506.23,162.25,279
12/1/2016,502.16,162.2,279.08
12/2/2016,498.41,162.47,278.32
12/3/2016,498.41,162.47,278.32
12/4/2016,498.41,162.47,278.32
12/5/2016,502.31,162.95,279.24
12/6/2016,503.35,164.42,280.73
12/7/2016,512.11,166.59,284.55
12/8/2016,511.86,167.14,284.7
12/9/2016,510.15,167.36,285.11
12/10/2016,510.15,167.36,285.11
12/11/2016,510.15,167.36,285.11
12/12/2016,509.14,169.32,285.95
12/13/2016,513.01,171.04,287.1
12/14/2016,505.42,169.02,285.51
12/15/2016,498.13,168.81,282.87
12/16/2016,497.8,170.1,282.93
12/17/2016,497.8,170.1,282.93
12/18/2016,497.8,170.1,282.93
12/19/2016,503.05,170.7,284.58
12/20/2016,500.04,170.98,284.41
12/21/2016,497.96,171.21,284.66
12/22/2016,499.49,170.57,284.42
12/23/2016,498.79,170.82,285.16
12/24/2016,498.79,170.82,285.16
12/25/2016,498.79,170.82,285.16
12/26/2016,499.01,170.82,284.95
12/27/2016,504.34,171.56,285.24
12/28/2016,502.82,170.32,283.94
12/29/2016,504.43,171.35,284.48
12/30/2016,507.02,171.51,284.45
12/31/2016,507.02,171.51,284.45
1/1/2017,507.02,171.51,284.45
1/2/2017,509.16,171.46,284.95
1/3/2017,511.28,171.72,284.04
1/4/2017,517.66,172.72,286.99
1/5/2017,521.64,173.72,288.24
1/6/2017,521.04,172.55,288.62
1/7/2017,521.04,172.55,288.62
1/8/2017,521.04,172.55,288.62
1/9/2017,521.8,171.78,287.83
1/10/2017,523.44,171.95,288.75
1/11/2017,526.98,172.82,288.72
1/12/2017,529.29,174.16,290.49
1/13/2017,529.1,174.45,291.37
1/14/2017,529.1,174.45,291.37
1/15/2017,529.1,174.45,291.37
1/16/2017,528.4,173.37,290.68
1/17/2017,533.49,174.78,290.37
1/18/2017,534.29,173.97,291.34
1/19/2017,529.78,171.67,290.16
1/20/2017,530.17,172.07,291.6
1/21/2017,530.17,172.07,291.6
1/22/2017,530.17,172.07,291.6
1/23/2017,531.21,171.88,291.79
1/24/2017,530.14,173.17,293.03
1/25/2017,534.1,173.85,296.16
1/26/2017,532.8,173.63,295.95
1/27/2017,531.75,174.73,295.92
1/28/2017,531.75,174.73,295.92
1/29/2017,531.75,174.73,295.92
1/30/2017,525.36,172.98,294.44
1/31/2017,528.83,173.64,295.3
2/1/2017,533.65,173.97,295.72
2/2/2017,534.36,175.6,295.98
2/3/2017,536.58,176.67,296.99
2/4/2017,536.58,176.67,296.99
2/5/2017,536.58,176.67,296.99
2/6/2017,533.11,175.92,295.33
2/7/2017,531.46,175.32,295.63
2/8/2017,535.61,175.53,297.2
2/9/2017,536.13,175.94,297.46
2/10/2017,542.29,176.53,299.25
2/11/2017,542.29,176.53,299.25
2/12/2017,542.29,176.53,299.25
2/13/2017,548.34,176.5,301.1
